Date,Region,Latitude,Longitude,Soil_pH,Organic_matter,Nitrogen,Phosphorus,Potassium
2013-01-31,Melbourne Wantrina South,-37.864926,145.203933,5.99816047538945,1.0393941530015727,0.8896357647351599,0.08725714766587106,0.2071134436367615
2013-02-28,Melbourne Wantrina South,-37.864926,145.203933,8.302857225639665,2.0192682713163257,0.766691755978784,0.04860946246375166,1.7429725148846011
2013-03-31,Melbourne Wantrina South,-37.864926,145.203933,7.42797576724562,4.743093667606336,0.7273141668957411,0.07757839610123476,1.6445119173471474
2013-04-30,Melbourne Wantrina South,-37.864926,145.203933,6.894633936788146,1.9544131940933984,0.7322356755883983,0.07790885866762141,1.9994635792436481
2013-05-31,Melbourne Wantrina South,-37.864926,145.203933,5.124074561769746,2.8345577978451475,0.42354203609777963,0.019281148195233938,1.9936099904404203
2013-06-30,Melbourne Wantrina South,-37.864926,145.203933,5.123978081344811,3.6635853150283,0.3642326598380441,0.091229761601161,1.1553202406449923
2013-07-31,Melbourne Wantrina South,-37.864926,145.203933,4.732334448672798,2.136333210706823,0.8284250399306623,0.05547271352030715,1.56107608884297
2013-08-31,Melbourne Wantrina South,-37.864926,145.203933,7.96470458309974,4.873019372244323,0.8291020552112627,0.08438117194969676,1.8950548867766133
2013-09-30,Melbourne Wantrina South,-37.864926,145.203933,6.904460046972835,4.8310128272395,0.8803650867220933,0.038804464092755064,1.7143300422870817
2013-10-31,Melbourne Wantrina South,-37.864926,145.203933,7.332290311184182,1.6330203312141387,0.9219164973008241,0.09059709056465805,0.5699613933120755
2013-11-30,Melbourne Wantrina South,-37.864926,145.203933,4.58233797718321,2.7376182765157346,0.560208158974844,0.045028151086074684,0.9560338570891777
2013-12-31,Melbourne Wantrina South,-37.864926,145.203933,8.379639408647977,1.8539523941754634,0.5513646652184797,0.010975388633226852,0.3454028887878404
2014-01-31,Melbourne Wantrina South,-37.864926,145.203933,7.829770563201687,1.7817822246986044,0.8184656610700977,0.09148437787773374,1.9126969517915726
2014-02-28,Melbourne Wantrina South,-37.864926,145.203933,5.349356442713105,0.6659912630953976,0.6849675376999886,0.01821580091075202,1.2517318054566722
2014-03-31,Melbourne Wantrina South,-37.864926,145.203933,5.2272998688284025,3.243039502909536,0.731770189531933,0.03873822738313734,0.5344213304565791
2014-04-30,Melbourne Wantrina South,-37.864926,145.203933,5.233618039413735,2.7620556045298765,0.816213402492491,0.09550557703457245,1.3762313003711277
2014-05-31,Melbourne Wantrina South,-37.864926,145.203933,5.716968971838151,0.731654380624952,0.9010048076358097,0.09555464322438005,1.2744436568700022
2014-06-30,Melbourne Wantrina South,-37.864926,145.203933,6.599025726528952,1.7539090890647515,0.4041956411663823,0.06160940993109576,0.7805091642623969
2014-07-31,Melbourne Wantrina South,-37.864926,145.203933,6.227780074568463,4.587196486849941,0.43802465737594964,0.06686534909528194,0.3157594251792951
2014-08-31,Melbourne Wantrina South,-37.864926,145.203933,5.664916560792168,1.5780285080013758,0.1845837458567821,0.05036009697804879,1.3759890716263192
2014-09-30,Melbourne Wantrina South,-37.864926,145.203933,6.947411578889518,1.152026924410504,0.6204521268965566,0.03638896945282581,1.0885846317172072
2014-10-31,Melbourne Wantrina South,-37.864926,145.203933,5.057975442608168,2.7025374212490334,0.13234804641706788,0.03957980908329244,1.5674049442977147
2014-11-30,Melbourne Wantrina South,-37.864926,145.203933,5.668578594140873,4.935427043497703,0.5190382163192142,0.07052666104693346,1.0883106521127874
2014-12-31,Melbourne Wantrina South,-37.864926,145.203933,5.965447373174767,1.589248721801752,0.588380171236819,0.0777137076493912,1.7191448506052263
2015-01-31,Melbourne Wantrina South,-37.864926,145.203933,6.324279936868144,3.5246099633264536,0.357887126915456,0.08124211393532638,1.1486229936715227
2015-02-28,Melbourne Wantrina South,-37.864926,145.203933,7.640703845572054,3.927288268979229,0.6317499345121097,0.08106563285150985,1.165782145917234
2015-03-31,Melbourne Wantrina South,-37.864926,145.203933,5.2986951286334385,1.5693689479657986,0.1274502249451445,0.018208549274382133,1.7656418450508555
2015-04-30,Melbourne Wantrina South,-37.864926,145.203933,6.556937753654447,3.776973568753368,0.13361336987429298,0.05449782742323234,0.8666174458035543
2015-05-31,Melbourne Wantrina South,-37.864926,145.203933,6.86965827544817,2.1550240972366392,0.8403405045936925,0.015180288401497986,0.3546289340562174
2015-06-30,Melbourne Wantrina South,-37.864926,145.203933,4.685801650879991,3.3453762376711076,0.42417157727013666,0.059457599409136204,0.15468708499534406
2015-07-31,Melbourne Wantrina South,-37.864926,145.203933,6.9301794076057535,3.3508836984240262,0.2143544613866963,0.04973774512360394,1.5347607857798762
2015-08-31,Melbourne Wantrina South,-37.864926,145.203933,5.182096494749166,2.910986078336413,0.5700189340493239,0.08989337644824698,1.2785881475715828
2015-09-30,Melbourne Wantrina South,-37.864926,145.203933,4.760206371941118,0.9063039652448374,0.7929941977887498,0.041582351129687084,1.4377515593885248
2015-10-31,Melbourne Wantrina South,-37.864926,145.203933,8.295542149013333,4.25886123015157,0.29423892474715885,0.02053603147848453,0.5046319068669304
2015-11-30,Melbourne Wantrina South,-37.864926,145.203933,8.362528132298237,1.9435102923728111,0.6606014282371002,0.022869251384755228,0.35910580361486255
2015-12-31,Melbourne Wantrina South,-37.864926,145.203933,7.733589392465845,1.339333296799344,0.1768127184943912,0.0785359568545725,0.12763486476897568
2016-01-31,Melbourne Wantrina South,-37.864926,145.203933,5.718455076693482,0.6834881369964376,0.14651354905174693,0.0656396256984635,0.7661163617325342
2016-02-29,Melbourne Wantrina South,-37.864926,145.203933,4.8906884560255355,3.159018244347088,0.5782191684113333,0.019101040851051125,1.220843605023803
2016-03-31,Melbourne Wantrina South,-37.864926,145.203933,7.236932106048627,3.549039628290271,0.5865716094490959,0.01756961255034977,0.8452636856894914
2016-04-30,Melbourne Wantrina South,-37.864926,145.203933,6.260609974958405,0.5746452301753526,0.6736869113483859,0.0730872218313208,0.9312023518450852
2016-05-31,Melbourne Wantrina South,-37.864926,145.203933,4.988152939379115,2.8044187623467645,0.7534822003503954,0.016548670572777417,1.817901519538122
2016-06-30,Melbourne Wantrina South,-37.864926,145.203933,6.480707640445081,1.5192309883907207,0.9782668715162811,0.08396740533613206,0.7616853873442706
2016-07-31,Melbourne Wantrina South,-37.864926,145.203933,4.637554084460874,3.403277556842524,0.5646703134710758,0.07356180044408465,1.0765800294036405
2016-08-31,Melbourne Wantrina South,-37.864926,145.203933,8.137281608315128,1.2846489305224615,0.39066082564712135,0.01732139025777098,1.588940724208172
2016-09-30,Melbourne Wantrina South,-37.864926,145.203933,5.535119926400068,3.609219821461097,0.8156675752918333,0.017635394267667272,0.8534312864104132
2016-10-31,Melbourne Wantrina South,-37.864926,145.203933,7.150089137415928,2.2403090583524183,0.3437490261358668,0.0987975620651058,1.2819647304329598
2016-11-30,Melbourne Wantrina South,-37.864926,145.203933,5.746844304357644,4.715284949315305,0.4950742786350725,0.04368437161805083,1.738491046618816
2016-12-31,Melbourne Wantrina South,-37.864926,145.203933,6.580272084711243,1.1188442486569696,0.17061074320803937,0.04335779323602019,1.90408918494952
2017-01-31,Melbourne Wantrina South,-37.864926,145.203933,6.686841117373119,2.0347985797261634,0.12281566907391177,0.08315196105317524,0.3794396137651721
2017-02-28,Melbourne Wantrina South,-37.864926,145.203933,5.239417822102109,1.010630845582651,0.9663835732101326,0.09525237196454729,1.8605164878068394
2017-03-31,Melbourne Wantrina South,-37.864926,145.203933,8.378338511058235,4.661121282253532,0.8523821084609853,0.09874009574405838,1.0350209568511226
2017-04-30,Melbourne Wantrina South,-37.864926,145.203933,7.600531293444458,4.448027090214414,0.7263767854843282,0.07780403667330475,0.5906643377680209
2017-05-31,Melbourne Wantrina South,-37.864926,145.203933,8.257995766256757,1.6607373247182002,0.46805764997284294,0.043863362697782425,0.9723579368526964
2017-06-30,Melbourne Wantrina South,-37.864926,145.203933,8.079309401710596,3.4699282071538056,0.2559648880637612,0.01751506450288019,1.9620618930424063
2017-07-31,Melbourne Wantrina South,-37.864926,145.203933,6.89159991524434,4.177499900905471,0.24079333840397746,0.07994322243346931,1.0359743785864521
2017-08-31,Melbourne Wantrina South,-37.864926,145.203933,8.187496940092467,2.9984036521975805,0.3252186083481358,0.06025638247622246,0.7246280595462655
2017-09-30,Melbourne Wantrina South,-37.864926,145.203933,4.853970008207678,2.8834276026020293,0.5943039982355084,0.048179980832227874,1.303461623201779
2017-10-31,Melbourne Wantrina South,-37.864926,145.203933,5.283931449676581,1.5883353090520327,0.7431363304300561,0.09157189465852625,0.5562766756785669
2017-11-30,Melbourne Wantrina South,-37.864926,145.203933,4.680909155642152,0.9189624551265465,0.6941776390459581,0.020007773407553622,0.24414032340646144
2017-12-31,Melbourne Wantrina South,-37.864926,145.203933,5.801321323053058,4.5374709107899704,0.3519405072513486,0.05433625938617733,0.3448714716302335
2018-01-31,Melbourne Wantrina South,-37.864926,145.203933,6.0547091587579285,4.551881257234987,0.9593787525968747,0.011021828029067716,0.34328709401976765
2018-02-28,Melbourne Wantrina South,-37.864926,145.203933,5.585396127095583,3.348956557729706,0.7641072250261917,0.05217945777947137,0.3886151176733592
2018-03-31,Melbourne Wantrina South,-37.864926,145.203933,7.814950036607717,2.0256340597191533,0.5989186472602607,0.015067294811365362,0.3637716280338793
2018-04-30,Melbourne Wantrina South,-37.864926,145.203933,5.927013306774358,2.071443085756974,0.650548671610917,0.020693612464126473,1.3176620151261078
2018-05-31,Melbourne Wantrina South,-37.864926,145.203933,5.623738038749523,3.766800554916077,0.47764005618501093,0.020577362209939443,0.4455721603583752
2018-06-30,Melbourne Wantrina South,-37.864926,145.203933,6.670784332632994,4.536996169786597,0.32295789055104174,0.06842892719044573,0.75676783831534
2018-07-31,Melbourne Wantrina South,-37.864926,145.203933,5.063696899899051,4.491888909193028,0.4203754107861355,0.07714403913388809,1.8038979788214224
2018-08-31,Melbourne Wantrina South,-37.864926,145.203933,7.708787923016159,4.009439956359307,0.7820614994179322,0.06250318885874437,1.0005271164994574
2018-09-30,Melbourne Wantrina South,-37.864926,145.203933,4.798202574719083,3.389142407694295,0.11295413976678029,0.09659552936270878,1.3683597031899517
2018-10-31,Melbourne Wantrina South,-37.864926,145.203933,8.44754774640207,0.8786298424777197,0.20446537645622462,0.04373835215713337,0.4274077552830967
2018-11-30,Melbourne Wantrina South,-37.864926,145.203933,7.58897907718663,1.227329213425762,0.14140237781957748,0.03571408776536747,0.4653491357364744
2018-12-31,Melbourne Wantrina South,-37.864926,145.203933,5.29486272613669,4.543493848371857,0.13665592208707314,0.08817392153705143,0.17765037090630986
2019-01-31,Melbourne Wantrina South,-37.864926,145.203933,4.52208846849441,3.2289307684681545,0.8699145256099065,0.030123625466750743,0.42097661983711265
2019-02-28,Melbourne Wantrina South,-37.864926,145.203933,7.761845713819337,0.5413867322748334,0.7332920734420213,0.09669002854965503,0.6293216441607213
2019-03-31,Melbourne Wantrina South,-37.864926,145.203933,7.3274293753904685,0.9566219428971445,0.5267564461785927,0.01109390272208347,0.436319920125819
2019-04-30,Melbourne Wantrina South,-37.864926,145.203933,7.416028672163949,3.485757960986251,0.18805074458590132,0.09728909440368752,0.26853481413840563
2019-05-31,Melbourne Wantrina South,-37.864926,145.203933,7.5850813867437825,0.5227771273079841,0.5424542876051491,0.013884392075551852,0.32920815509114154
2019-06-30,Melbourne Wantrina South,-37.864926,145.203933,4.796178606936362,1.2236362313787439,0.5261245937025091,0.0902028802328264,0.9754796592621789
2019-07-31,Melbourne Wantrina South,-37.864926,145.203933,5.933862914177091,2.9693020521496374,0.2558816829190137,0.05749309981776699,0.49203406497100577
2019-08-31,Melbourne Wantrina South,-37.864926,145.203933,4.963476238100519,3.6135283896171195,0.4904664843141757,0.09936683165073704,0.7921127359913434
2019-09-30,Melbourne Wantrina South,-37.864926,145.203933,7.9524137035023745,3.4338256677617025,0.45865426095763606,0.016641690826185898,1.056492814624228
2019-10-31,Melbourne Wantrina South,-37.864926,145.203933,6.993192507310232,1.509211892572519,0.6542650882469948,0.05984688559611888,1.411750174395794
2019-11-30,Melbourne Wantrina South,-37.864926,145.203933,5.823592099410597,3.7048064960639113,0.6715842857808794,0.09723722820571891,0.17469306569808798
2019-12-31,Melbourne Wantrina South,-37.864926,145.203933,4.754233401144095,1.5676208937356004,0.14077360879484008,0.0570788059753134,1.618879757927181
2020-01-31,Melbourne Wantrina South,-37.864926,145.203933,5.743929286862649,1.9642986417167048,0.43715135316382414,0.06664587743217364,1.2930107400327249
2020-02-29,Melbourne Wantrina South,-37.864926,145.203933,5.800733288106988,3.8592113230311087,0.6632739241428127,0.07261738200861555,0.25534216070285665
2020-03-31,Melbourne Wantrina South,-37.864926,145.203933,7.418424713352256,3.423348045712466,0.552822632722079,0.0509086958290996,1.7597993858028766
2020-04-30,Melbourne Wantrina South,-37.864926,145.203933,7.050229885420853,4.3215053472238,0.87084085706949,0.06648022720756572,1.849657561010445
2020-05-31,Melbourne Wantrina South,-37.864926,145.203933,8.048850970305306,3.459258015351545,0.6928242684570505,0.06258828807307902,0.21604812372424112
2020-06-30,Melbourne Wantrina South,-37.864926,145.203933,6.388859700647798,3.057388715009622,0.24664098437328674,0.09110422094418902,0.6260675314796871
2020-07-31,Melbourne Wantrina South,-37.864926,145.203933,4.978376983753207,0.9215364552264161,0.16351187266038686,0.014090174230731209,1.6317824316068166
2020-08-31,Melbourne Wantrina South,-37.864926,145.203933,7.35297914889198,2.154721113767451,0.678177350385684,0.03528668706330073,1.521693411728951
2020-09-30,Melbourne Wantrina South,-37.864926,145.203933,7.54314019446759,1.6934106545677645,0.12386017948745964,0.09553703356689029,0.4505899367771169
2020-10-31,Melbourne Wantrina South,-37.864926,145.203933,6.745108790277985,1.597953395205876,0.627198023146117,0.09012374055018248,0.49776371433974953
2020-11-30,Melbourne Wantrina South,-37.864926,145.203933,7.583868719818244,4.878547496386005,0.9462072172824618,0.05100910775071417,0.8038969953036257
2020-12-31,Melbourne Wantrina South,-37.864926,145.203933,6.475182385457563,2.268939761000422,0.6179267600882911,0.06581193380213832,1.0205936718629405
2021-01-31,Melbourne Wantrina South,-37.864926,145.203933,6.590931317527977,4.51420949829701,0.4493529335858697,0.034964306468301946,1.2746840659075624
2021-02-28,Melbourne Wantrina South,-37.864926,145.203933,6.210164073434198,3.340123816987683,0.6789593965981179,0.026930904375138523,0.8009359151825676
2021-03-31,Melbourne Wantrina South,-37.864926,145.203933,4.60167650697638,4.076650865937418,0.512427601442365,0.0517328564445984,0.9788159606529809
2021-04-30,Melbourne Wantrina South,-37.864926,145.203933,4.931565707973218,2.7618669189733644,0.5910551103843414,0.04180170052234476,1.5201947824541375
2021-05-31,Melbourne Wantrina South,-37.864926,145.203933,4.625716742746937,3.096067480818616,0.9473183278988726,0.0625290500665785,0.169698085492136
2021-06-30,Melbourne Wantrina South,-37.864926,145.203933,7.045641645055122,2.7163296221848876,0.44749237402069686,0.016996117326848637,0.5796301942536394
2021-07-31,Melbourne Wantrina South,-37.864926,145.203933,5.757423924305307,1.3785934450912003,0.9650715074415228,0.09769553268995498,1.4553642131806497
2021-08-31,Melbourne Wantrina South,-37.864926,145.203933,6.534282764658811,3.751034518676774,0.9148155777604574,0.09875896700316426,1.8008929916056788
2021-09-30,Melbourne Wantrina South,-37.864926,145.203933,8.130265895704373,1.763475630983851,0.2762120213103668,0.07283455426177707,1.0721871400197656
2021-10-31,Melbourne Wantrina South,-37.864926,145.203933,5.4971689165955,0.6094218489415423,0.16242517078764893,0.05824867297097084,1.1110156220040999
2021-11-30,Melbourne Wantrina South,-37.864926,145.203933,6.141531692142519,3.404625331582255,0.190700201239684,0.0378574854657695,0.3036268215455745
2021-12-31,Melbourne Wantrina South,-37.864926,145.203933,7.522204554172195,1.2969980573317201,0.11639964308639476,0.08324155177362538,0.9500834969645637
2022-01-31,Melbourne Wantrina South,-37.864926,145.203933,5.41519266196649,4.732063629588114,0.18499866468033555,0.07162580552984914,1.111972806264544
2022-02-28,Melbourne Wantrina South,-37.864926,145.203933,4.8079196393151715,4.792678596511643,0.7147060960747211,0.02463552454104022,0.5606939569059863
2022-03-31,Melbourne Wantrina South,-37.864926,145.203933,5.6590058116550725,4.616889755992018,0.1640697836142061,0.09198344660444582,0.6115621388038238
2022-04-30,Melbourne Wantrina South,-37.864926,145.203933,5.144885149016018,2.1657141511494995,0.3870780672643852,0.08402835186308522,0.816839909898783
2022-05-31,Melbourne Wantrina South,-37.864926,145.203933,8.218790609370291,0.5695547743799034,0.8603877798725091,0.09548199219627317,0.1381352757776801
2022-06-30,Melbourne Wantrina South,-37.864926,145.203933,7.732481518257668,4.677433531644764,0.12094474216224328,0.0753147557549524,0.7119504146080387
2022-07-31,Melbourne Wantrina South,-37.864926,145.203933,7.033615026041694,2.4268286674279143,0.8330216343300422,0.0652073676342211,0.5017512132934349
2022-08-31,Melbourne Wantrina South,-37.864926,145.203933,7.985842360750871,4.849946685696513,0.35366929729606,0.0476418732661557,0.7222449691380378
2022-09-30,Melbourne Wantrina South,-37.864926,145.203933,7.714688307596457,4.836289896901638,0.20634834485949063,0.0939455635018612,0.3275480504565773
2022-10-31,Melbourne Wantrina South,-37.864926,145.203933,5.246280235544143,4.338542549603121,0.7270634488277355,0.08794575005503676,1.7920018334058003
2022-11-30,Melbourne Wantrina South,-37.864926,145.203933,8.070235993959912,1.8250200143131357,0.6660485621018956,0.014069680309557048,1.2278256617526926
2022-12-31,Melbourne Wantrina South,-37.864926,145.203933,6.657368967662602,2.232939778708664,0.8897248121743476,0.012373027704752682,1.3902944063745302
2023-01-31,Melbourne Wantrina South,-37.864926,145.203933,7.729760620656251,4.330115021825856,0.7615639394234972,0.04388170301902447,1.5994253533539429
2023-02-28,Melbourne Wantrina South,-37.864926,145.203933,8.084365199693973,1.9261490232032494,0.8231328373463637,0.08294979977036496,1.0470401779652088
2023-03-31,Melbourne Wantrina South,-37.864926,145.203933,5.7720138998874555,1.2627173600874162,0.3538311153141759,0.09885485163834501,0.26514854736610505
2023-04-30,Melbourne Wantrina South,-37.864926,145.203933,4.940207698110707,3.0056056810625758,0.2596955894017505,0.023537520199317537,1.1205024294552408
2023-05-31,Melbourne Wantrina South,-37.864926,145.203933,5.411740650167767,4.712696483723514,0.7755532764767725,0.06347176438169216,1.2149981242396704
2023-06-30,Melbourne Wantrina South,-37.864926,145.203933,6.208431154505025,3.6321340850373787,0.8261512653405376,0.04428017709679194,1.516335000950227
2023-07-31,Melbourne Wantrina South,-37.864926,145.203933,7.772059063689973,3.0652752654021422,0.991454627800606,0.09729229580331429,0.9201531378363907
2023-08-31,Melbourne Wantrina South,-37.864926,145.203933,7.942922333025374,0.9372942219684584,0.4713559092202838,0.08579070308221379,0.34240257531157114
2023-09-30,Melbourne Wantrina South,-37.864926,145.203933,4.527808522124763,3.267532520146264,0.4348162772135049,0.08544958342400241,0.6391742210175765
2023-10-31,Melbourne Wantrina South,-37.864926,145.203933,6.542989210310263,4.955242325469185,0.7987716646677971,0.052182384381547334,0.7898563631574066
2023-11-30,Melbourne Wantrina South,-37.864926,145.203933,6.169644012595116,1.130378068564358,0.4067231862277161,0.04733375521038987,1.3272427585300424
2023-12-31,Melbourne Wantrina South,-37.864926,145.203933,5.388431241882921,2.8324834356368154,0.9376815930432082,0.034606636473763566,1.1844787788709326
